12	124	21	64
12	125	80	32
12	126	50	16
12	127	.	.
12	128	.	.
13	1	38	42
13	2	56	27
13	3	74	59
13	4	84	73
13	5	77	68
13	6	28	36
13	7	58	30
13	8	35	42
13	9	27	34
13	10	11	20
13	11	.	.
13	12	61	70
13	13	28	64
13	14	24	61
13	15	22	62
13	16	21	31
13	17	67	39
13	18	28	24
13	19	.	.
13	20	24	32
13	21	32	33
13	22	22	31
13	23	26	31
13	24	31	60
13	25	60	35
13	26	19	32
13	27	35	32
13	28	31	54
13	29	28	60
13	30	32	61
13	31	.	.
13	32	42	64
13	33	60	65
13	34	34	28
13	35	61	60
13	36	33	24
13	37	.	.
13	38	66	35
13	39	.	.
13	40	59	58
13	41	64	62
13	42	33	36
13	43	74	32
13	44	61	64
13	45	73	30
13	46	27	18
13	47	38	72
13	48	.	.
13	49	62	78
13	50	30	65
13	51	.	.
13	52	57	65
13	53	29	80
13	54	34	27
13	55	.	.
13	56	28	67
13	57	59	71
13	58	28	39
13	59	61	31
13	60	14	32
13	61	62	35
13	62	36	35
13	63	61	35
13	64	58	33
13	65	40	60
13	66	25	25
13	67	.	.
13	68	.	.
13	69	62	62
13	70	33	30
13	71	28	28
13	72	67	33
13	73	37	25
13	74	.	.
13	75	.	.
13	76	.	.
13	77	.	.
13	78	.	.
13	79	.	.
13	80	32	68
13	81	75	23
13	82	29	31
13	83	25	60
13	84	30	69
13	85	25	73
13	86	18	62
13	87	21	64
13	88	81	66
13	89	67	64
13	90	24	59
13	91	26	64
13	92	29	67
13	93	72	18
13	94	35	13
13	95	.	.
13	96	26	25
13	97	22	29
13	98	27	31
13	99	.	.
13	100	.	.
13	101	16	31
13	102	24	27
13	103	.	.
13	104	67	37
13	105	31	69
13	106	32	29
13	107	30	28
13	108	.	.
13	109	.	.
13	110	.	.
13	111	33	75
13	112	34	66
13	113	23	71
13	114	31	31
13	115	.	.
13	116	38	18
13	117	35	25
13	118	67	28
13	119	60	62
13	120	.	.
13	121	13	61
13	122	36	37
13	123	.	.
13	124	.	.
14	1	13	70
14	2	7	12
14	3	58	7
14	4	50	63
14	5	3	72
14	6	71	71
14	7	8	58
14	8	87	65
14	9	11	63
14	10	17	9
14	11	6	93
14	12	95	7
14	13	0	60
14	14	.	.
14	15	69	65
14	16	69	34
14	17	18	6
14	18	14	5
14	19	49	7
14	20	84	80
14	21	77	91
14	22	60	92
14	23	9	92
14	24	58	72
14	25	7	79
14	26	13	79
14	27	16	34
14	28	59	59
14	29	7	16
14	30	67	72
14	31	27	7
14	32	78	29
14	33	36	71
14	34	.	.
14	35	26	85
14	36	69	27
14	37	11	77
14	38	30	68
14	39	14	64
14	40	24	32
14	41	8	65
14	42	21	64
14	43	73	23
14	44	12	17
14	45	14	79
14	46	64	68
14	47	86	9
14	48	17	71
14	49	65	8
14	50	78	68
14	51	82	79
14	52	59	81
14	53	72	70
14	54	17	59
14	55	18	59
14	56	19	16
14	57	9	4
14	58	63	77
14	59	12	62
14	60	17	70
14	61	29	54
14	62	11	73
14	63	18	64
14	64	.	.
14	65	10	17
14	66	17	68
14	67	0	68
14	68	17	16
14	69	77	77
14	70	20	25
14	71	17	20
14	72	10	14
14	73	68	17
14	74	12	22
14	75	82	62
14	76	22	59
14	77	64	60
14	78	32	25
14	79	14	72
14	80	24	62
14	81	63	77
